timestamp,total_samples,test_accuracy,baseline_accuracy,improvement_factor,algorithm_distribution
20250617_105537,97,0.56,0.25,2.24,"{'SIMON': 38, 'SPECK': 33, 'AES-128': 15, 'PRESENT': 11}"
