timestamp,test_accuracy,feature_importance,model_params
20250617_105427,0.56,"{'CPU_Freq_MHz': 0.08001173127788436, 'RAM_KB': 0.1475127050252215, 'Key_Size_Bits': 0.314185695400799, 'Data_Size_Bytes': 0.0723491703815577, 'log_cpu_freq': 0.07214640855442216, 'is_low_memory': 0.007598161022524261, 'freq_per_kb_ram': 0.14618076783075992, 'key_data_ratio': 0.11652754836501332, 'is_8bit': 0.016022566985180745, 'is_32bit': 0.006341539577471176, 'is_fpga': 0.007370273299956343, 'is_asic': 0.013753432279209516}","{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}"
